12,10;-6,52;0,00;-37,89
12,10;-6,52;0,00;-38,40
12,10;-6,52;0,01;-32,71
12,10;-6,52;0,00;-38,40
12,10;-6,52;0,04;-25,76
12,10;-6,52;0,00;-37,89
12,10;-6,52;0,00;-40,52
12,10;-6,52;0,00;-41,86
12,10;-6,52;0,00;-41,86
12,10;-6,52;0,00;-36,15
12,10;-6,52;0,02;-29,09
12,20;-6,48;0,00;-39,08
12,20;-6,48;0,00;-38,71
12,20;-6,48;0,00;-39,08
12,20;-6,48;0,01;-33,77
12,30;-6,45;0,00;-40,73
12,30;-6,45;0,01;-32,13
12,40;-6,41;0,00;-41,84
12,40;-6,41;0,00;-41,84
12,40;-6,41;0,00;-39,39
12,40;-6,41;0,00;-34,93
12,50;-6,38;0,00;-35,47
12,50;-6,38;0,01;-31,73
12,50;-6,38;0,03;-26,62
12,50;-6,38;0,00;-36,29
12,60;-6,34;0,00;-44,23
12,60;-6,34;0,00;-44,23
12,60;-6,34;0,00;-40,88
12,60;-6,34;0,00;-40,88
12,60;-6,34;0,00;-44,23
12,60;-6,34;0,00;-44,23
12,70;-6,31;0,00;-39,35
12,70;-6,31;0,01;-33,13
12,70;-6,31;0,00;-34,98
12,70;-6,31;0,00;-46,04
12,70;-6,31;0,00;-46,04
12,70;-6,31;0,00;-46,04
12,70;-6,31;0,00;-46,04
12,70;-6,31;0,00;-39,35
12,80;-6,28;0,01;-32,92
12,80;-6,28;0,00;-35,55
12,90;-6,24;0,00;-39,82
12,90;-6,24;0,01;-32,26
12,90;-6,24;0,00;-39,46
12,90;-6,24;0,00;-39,46
13,00;-6,21;0,01;-33,63
13,10;-6,18;0,01;-34,26
13,10;-6,18;0,00;-38,05
13,10;-6,18;0,00;-38,33
13,20;-6,14;0,00;-38,65
13,20;-6,14;0,00;-35,62
13,20;-6,14;0,00;-38,65
13,20;-6,14;0,00;-35,62
13,30;-6,11;0,00;-39,64
13,30;-6,11;0,00;-39,64
13,30;-6,11;0,00;-38,35
13,40;-6,08;0,00;-36,73
13,40;-6,08;0,00;-37,09
13,50;-6,05;0,00;-42,61
13,50;-6,05;0,00;-38,75
13,50;-6,05;0,00;-38,75
13,50;-6,05;0,01;-33,57
13,60;-6,01;0,00;-46,05
13,60;-6,01;0,00;-40,60
13,60;-6,01;0,00;-46,05
13,60;-6,01;0,01;-32,40
13,60;-6,01;0,03;-26,71
13,60;-6,01;0,00;-46,05
13,60;-6,01;0,00;-46,05
13,70;-5,98;0,00;-38,95
13,70;-5,98;0,00;-36,83
13,90;-5,92;0,00;-44,52
13,90;-5,92;0,00;-35,84
13,90;-5,92;0,00;-44,52
14,00;-5,89;0,00;-35,89
14,00;-5,89;0,00;-35,89
14,00;-5,89;0,00;-37,49
14,10;-5,86;0,00;-34,96
14,10;-5,86;0,01;-30,59
14,20;-5,83;0,01;-33,18
14,30;-5,80;0,00;-42,86
14,30;-5,80;0,00;-42,86
14,30;-5,80;0,00;-37,36
14,30;-5,80;0,00;-35,96
14,40;-5,76;0,01;-32,95
14,40;-5,76;0,00;-38,97
14,40;-5,76;0,03;-27,02
14,40;-5,76;0,00;-34,60
14,40;-5,76;0,06;-23,92
14,60;-5,70;0,00;-49,73
14,60;-5,70;0,00;-47,49
14,60;-5,70;0,00;-47,49
14,60;-5,70;0,01;-32,64
14,60;-5,70;0,00;-47,49
14,60;-5,70;0,01;-32,64
14,60;-5,70;0,01;-33,87
14,60;-5,70;0,01;-33,87
14,60;-5,70;0,00;-47,49
14,70;-5,68;0,02;-27,98
14,70;-5,68;0,00;-37,02
14,80;-5,65;0,00;-41,12
14,80;-5,65;0,00;-41,12
14,80;-5,65;0,00;-36,23
14,80;-5,65;0,00;-36,23
14,80;-5,65;0,00;-44,25
15,00;-5,59;0,01;-32,77
15,10;-5,56;0,00;-44,52
15,10;-5,56;0,01;-34,20
15,10;-5,56;0,01;-34,20
15,10;-5,56;0,00;-44,52
15,20;-5,53;0,03;-27,40
15,20;-5,53;0,00;-36,12
15,40;-5,47;0,02;-29,73
15,50;-5,45;0,00;-41,70
15,50;-5,45;0,00;-36,01
15,60;-5,42;0,00;-41,63
15,60;-5,42;0,01;-31,59
15,60;-5,42;0,00;-36,67
15,60;-5,42;0,00;-36,67
15,80;-5,36;0,00;-42,27
15,80;-5,36;0,00;-42,27
15,80;-5,36;0,00;-43,16
15,90;-5,33;0,03;-27,38
16,00;-5,31;0,00;-40,70
16,10;-5,28;0,02;-27,92
16,10;-5,28;0,01;-32,10
16,20;-5,25;0,00;-36,28
16,30;-5,23;0,00;-43,71
16,50;-5,17;0,00;-37,30
16,70;-5,12;0,00;-35,83
16,70;-5,12;0,00;-46,67
16,70;-5,12;0,00;-46,67
16,70;-5,12;0,01;-32,63
16,70;-5,12;0,00;-35,83
17,30;-4,97;0,00;-49,73
17,30;-4,97;0,00;-49,73
17,40;-4,94;0,00;-36,97
17,40;-4,94;0,00;-36,97
17,40;-4,94;0,00;-39,50
17,70;-4,87;0,00;-42,33
17,70;-4,87;0,00;-43,71
18,00;-4,80;0,00;-46,12
18,00;-4,80;0,00;-46,12
41,20;-1,20;0,00;-35,82
41,20;-1,20;0,00;-38,89
41,20;-1,20;0,00;-38,81
41,20;-1,20;0,00;-35,87
41,20;-1,20;0,00;-35,84
41,20;-1,20;0,00;-38,81
41,30;-1,19;0,00;-35,91
41,30;-1,19;0,00;-41,92
41,30;-1,19;0,00;-35,88
41,30;-1,19;0,00;-35,88
41,30;-1,19;0,01;-29,87
41,30;-1,19;0,01;-29,85
41,30;-1,19;0,00;-35,89
41,30;-1,19;0,00;-41,92
41,40;-1,18;0,01;-32,89
41,40;-1,18;0,00;-35,93
41,40;-1,18;0,00;-41,96
41,40;-1,18;0,00;-41,96
37,40;-1,62;0,00;-36,23
41,40;-1,18;0,00;-38,93
41,50;-1,17;0,00;-35,95
41,50;-1,17;0,00;-38,98
41,60;-1,16;0,00;-35,98
41,60;-1,16;0,00;-42,01
41,60;-1,16;0,00;-42,01
42,00;-1,12;0,00;-40,30
42,00;-1,12;0,00;-40,30
43,20;-0,99;0,01;-33,74
41,40;-1,18;0,01;-29,89
26,20;-3,17;0,00;-40,10
26,60;-3,10;0,00;-46,72
26,60;-3,10;0,00;-46,72
26,90;-3,05;0,00;-42,35
27,90;-2,89;0,00;-43,71
28,90;-2,74;0,00;-46,12
28,90;-2,74;0,00;-46,12
29,00;-2,72;0,00;-40,70
29,30;-2,68;0,00;-43,71
29,60;-2,64;0,00;-40,70
29,90;-2,59;0,00;-40,30
29,90;-2,59;0,00;-40,30
30,30;-2,53;0,00;-46,72
30,60;-2,49;0,00;-46,72
30,60;-2,49;0,00;-46,72
31,00;-2,43;0,00;-49,73
31,00;-2,43;0,00;-49,73
31,30;-2,39;0,00;-40,30
31,30;-2,39;0,00;-40,30
31,70;-2,34;0,00;-40,70
32,00;-2,30;0,00;-46,72
32,00;-2,30;0,00;-46,72
32,30;-2,26;0,01;-34,28
32,70;-2,20;0,00;-36,25
32,70;-2,20;0,00;-37,29
32,70;-2,20;0,00;-36,34
32,70;-2,20;0,00;-39,30
32,80;-2,19;0,00;-42,42
32,80;-2,19;0,00;-42,42
32,90;-2,18;0,01;-30,26
32,90;-2,18;0,00;-36,48
32,90;-2,18;0,00;-36,24
32,90;-2,18;0,00;-36,24
33,00;-2,16;0,01;-30,36
33,00;-2,16;0,00;-39,60
33,00;-2,16;0,01;-33,32
33,10;-2,15;0,00;-36,46
33,10;-2,15;0,00;-36,46
33,10;-2,15;0,00;-36,73
33,20;-2,14;0,01;-30,54
33,20;-2,14;0,00;-36,37
33,20;-2,14;0,00;-39,28
33,20;-2,14;0,01;-33,30
33,20;-2,14;0,01;-33,22
33,20;-2,14;0,00;-39,28
33,30;-2,12;0,01;-33,68
33,30;-2,12;0,00;-42,94
33,30;-2,12;0,00;-42,94
33,30;-2,12;0,01;-33,43
33,40;-2,11;0,01;-33,21
33,40;-2,11;0,00;-39,54
33,40;-2,11;0,00;-36,30
33,40;-2,11;0,00;-36,30
33,40;-2,11;0,01;-30,23
33,40;-2,11;0,01;-30,85
33,40;-2,11;0,01;-30,33
33,40;-2,11;0,00;-39,54
33,40;-2,11;0,00;-45,36
33,50;-2,10;0,01;-33,65
33,50;-2,10;0,01;-33,41
33,50;-2,10;0,00;-37,22
33,60;-2,09;0,00;-36,83
33,60;-2,09;0,00;-36,28
33,60;-2,09;0,00;-36,28
33,60;-2,09;0,00;-36,21
33,60;-2,09;0,00;-36,21
33,60;-2,09;0,00;-39,25
33,60;-2,09;0,01;-30,48
33,60;-2,09;0,00;-39,25
33,70;-2,07;0,00;-43,31
33,70;-2,07;0,00;-36,62
33,70;-2,07;0,00;-42,35
33,70;-2,07;0,00;-42,35
33,70;-2,07;0,00;-42,35
33,70;-2,07;0,00;-36,40
33,70;-2,07;0,00;-36,40
33,70;-2,07;0,00;-37,15
33,70;-2,07;0,00;-43,31
33,70;-2,07;0,00;-36,62
33,70;-2,07;0,00;-42,35
33,70;-2,07;0,00;-37,15
33,80;-2,06;0,01;-30,77
33,80;-2,06;0,00;-39,49
33,80;-2,06;0,00;-39,49
33,80;-2,06;0,01;-34,07
33,90;-2,05;0,00;-36,38
33,90;-2,05;0,00;-40,79
33,90;-2,05;0,01;-30,16
33,90;-2,05;0,01;-30,21
33,90;-2,05;0,00;-36,20
33,90;-2,05;0,00;-36,38
33,90;-2,05;0,00;-36,20
33,90;-2,05;0,01;-30,29
33,90;-2,05;0,00;-36,59
33,90;-2,05;0,00;-36,59
33,90;-2,05;0,01;-33,26
34,00;-2,03;0,01;-30,43
34,00;-2,03;0,00;-42,76
34,00;-2,03;0,01;-31,61
34,00;-2,03;0,00;-42,76
34,00;-2,03;0,00;-42,76
34,00;-2,03;0,00;-37,09
34,00;-2,03;0,00;-42,76
34,00;-2,03;0,01;-34,01
34,10;-2,02;0,01;-33,24
34,10;-2,02;0,01;-33,55
34,10;-2,02;0,00;-39,23
34,10;-2,02;0,01;-33,35
34,10;-2,02;0,00;-39,23
34,10;-2,02;0,01;-33,18
34,10;-2,02;0,00;-36,30
34,10;-2,02;0,00;-36,17
34,20;-2,01;0,00;-39,44
34,20;-2,01;0,00;-39,44
34,20;-2,01;0,00;-40,52
34,20;-2,01;0,00;-40,52
34,20;-2,01;0,01;-30,68
34,20;-2,01;0,00;-36,96
34,20;-2,01;0,00;-36,96
34,30;-2,00;0,01;-30,19
34,30;-2,00;0,01;-31,38
34,30;-2,00;0,01;-33,52
34,30;-2,00;0,01;-33,18
34,30;-2,00;0,00;-36,24
34,30;-2,00;0,00;-36,24
34,30;-2,00;0,01;-30,26
34,40;-1,98;0,00;-36,91
34,40;-1,98;0,00;-36,91
34,40;-1,98;0,00;-36,67
34,40;-1,98;0,01;-30,15
34,40;-1,98;0,01;-30,39
34,40;-1,98;0,01;-33,33
34,50;-1,97;0,00;-40,32
34,50;-1,97;0,00;-36,50
34,50;-1,97;0,00;-36,50
34,50;-1,97;0,00;-40,32
34,60;-1,96;0,00;-36,32
34,60;-1,96;0,00;-36,18
34,60;-1,96;0,00;-36,18
34,60;-1,96;0,00;-36,32
34,60;-1,96;0,01;-30,61
34,60;-1,96;0,00;-39,40
34,60;-1,96;0,00;-42,18
34,60;-1,96;0,00;-39,40
34,60;-1,96;0,00;-36,23
34,60;-1,96;0,00;-36,23
34,60;-1,96;0,00;-42,29
34,60;-1,96;0,00;-42,29
34,60;-1,96;0,00;-42,29
34,60;-1,96;0,00;-39,21
34,60;-1,96;0,00;-39,21
34,60;-1,96;0,00;-42,29
34,60;-1,96;0,00;-42,18
34,60;-1,96;0,01;-33,85
34,60;-1,96;0,00;-42,18
34,60;-1,96;0,01;-31,20
34,60;-1,96;0,00;-42,18
34,70;-1,95;0,00;-36,47
34,70;-1,95;0,00;-40,57
34,70;-1,95;0,00;-45,36
34,70;-1,95;0,00;-35,77
34,70;-1,95;0,00;-36,47
34,70;-1,95;0,01;-33,80
34,70;-1,95;0,00;-36,39
34,80;-1,93;0,00;-38,38
34,80;-1,93;0,00;-42,62
34,80;-1,93;0,00;-42,62
34,80;-1,93;0,00;-36,30
34,80;-1,93;0,00;-36,30
34,80;-1,93;0,00;-40,16
34,80;-1,93;0,00;-36,17
34,80;-1,93;0,00;-42,62
34,80;-1,93;0,01;-30,17
34,80;-1,93;0,00;-36,17
34,80;-1,93;0,00;-40,16
34,80;-1,93;0,01;-30,24
34,80;-1,93;0,00;-38,38
34,80;-1,93;0,01;-33,21
34,80;-1,93;0,00;-42,62
34,90;-1,92;0,00;-36,76
34,90;-1,92;0,01;-33,44
34,90;-1,92;0,00;-38,10
34,90;-1,92;0,01;-31,05
34,90;-1,92;0,00;-38,10
34,90;-1,92;0,01;-30,34
34,90;-1,92;0,00;-36,76
34,90;-1,92;0,01;-30,13
35,00;-1,91;0,01;-33,20
35,00;-1,91;0,00;-36,24
35,00;-1,91;0,01;-33,28
35,00;-1,91;0,00;-34,87
35,00;-1,91;0,00;-39,19
35,00;-1,91;0,00;-39,19
35,00;-1,91;0,01;-30,54
35,10;-1,90;0,00;-40,02
35,10;-1,90;0,00;-39,36
35,10;-1,90;0,00;-39,36
35,10;-1,90;0,00;-34,69
35,10;-1,90;0,01;-33,41
35,10;-1,90;0,01;-33,15
35,10;-1,90;0,00;-40,02
35,10;-1,90;0,01;-34,28
35,10;-1,90;0,00;-36,72
35,10;-1,90;0,00;-36,72
35,10;-1,90;0,00;-36,15
35,20;-1,88;0,00;-36,53
35,30;-1,87;0,01;-33,15
35,30;-1,87;0,00;-36,20
35,30;-1,87;0,01;-30,31
35,30;-1,87;0,01;-30,93
35,30;-1,87;0,01;-30,16
35,30;-1,87;0,01;-33,26
35,30;-1,87;0,01;-33,67
35,30;-1,87;0,00;-37,56
35,30;-1,87;0,00;-37,56
35,30;-1,87;0,00;-36,40
35,30;-1,87;0,00;-36,20
35,30;-1,87;0,00;-36,40
35,30;-1,87;0,01;-30,21
35,40;-1,86;0,00;-37,44
35,40;-1,86;0,00;-40,10
35,40;-1,86;0,00;-36,13
35,40;-1,86;0,01;-30,48
35,40;-1,86;0,00;-37,44
35,40;-1,86;0,00;-36,13
35,40;-1,86;0,00;-40,10
35,40;-1,86;0,01;-30,12
35,50;-1,85;0,00;-36,26
35,50;-1,85;0,00;-36,19
35,50;-1,85;0,00;-36,19
35,50;-1,85;0,00;-42,24
35,50;-1,85;0,00;-39,90
35,50;-1,85;0,00;-42,24
35,50;-1,85;0,00;-39,18
35,50;-1,85;0,01;-33,63
35,50;-1,85;0,00;-39,18
35,50;-1,85;0,00;-39,90
35,50;-1,85;0,00;-42,24
35,50;-1,85;0,00;-36,26
35,50;-1,85;0,00;-42,24
35,50;-1,85;0,00;-39,32
35,50;-1,85;0,00;-39,32
35,60;-1,83;0,00;-36,38
35,60;-1,83;0,00;-36,38
35,60;-1,83;0,00;-42,49
35,60;-1,83;0,00;-36,15
35,60;-1,83;0,00;-42,16
35,60;-1,83;0,00;-42,49
35,60;-1,83;0,00;-42,16
35,60;-1,83;0,01;-34,32
35,60;-1,83;0,00;-36,15
35,60;-1,83;0,00;-42,16
35,60;-1,83;0,00;-42,49
35,60;-1,83;0,00;-42,49
35,60;-1,83;0,00;-42,16
35,70;-1,82;0,00;-36,13
35,70;-1,82;0,01;-33,17
35,70;-1,82;0,00;-36,24
35,70;-1,82;0,01;-30,81
35,70;-1,82;0,00;-36,24
35,70;-1,82;0,00;-36,13
35,70;-1,82;0,01;-34,22
35,70;-1,82;0,01;-30,27
35,70;-1,82;0,00;-36,60
35,70;-1,82;0,00;-36,60
35,70;-1,82;0,01;-30,19
35,80;-1,81;0,00;-36,15
35,80;-1,81;0,01;-30,14
35,80;-1,81;0,00;-39,79
35,80;-1,81;0,01;-30,42
35,80;-1,81;0,00;-39,79
35,80;-1,81;0,00;-36,15
35,80;-1,81;0,01;-33,34
35,90;-1,80;0,01;-30,11
35,90;-1,80;0,00;-36,56
35,90;-1,80;0,00;-37,15
35,90;-1,80;0,01;-33,12
35,90;-1,80;0,00;-37,15
35,90;-1,80;0,00;-36,56
35,90;-1,80;0,01;-33,39
36,00;-1,79;0,00;-44,75
36,00;-1,79;0,00;-44,75
36,00;-1,79;0,01;-30,71
36,00;-1,79;0,00;-36,20
36,00;-1,79;0,00;-36,41
36,00;-1,79;0,00;-44,75
36,00;-1,79;0,01;-33,16
36,00;-1,79;0,00;-39,16
36,00;-1,79;0,00;-39,16
36,00;-1,79;0,01;-33,22
36,00;-1,79;0,01;-33,32
36,00;-1,79;0,00;-40,79
36,00;-1,79;0,00;-44,75
36,00;-1,79;0,00;-39,28
36,00;-1,79;0,00;-39,28
36,00;-1,79;0,01;-32,29
36,10;-1,77;0,00;-37,07
36,10;-1,77;0,00;-38,02
36,10;-1,77;0,01;-33,52
36,10;-1,77;0,00;-37,07
36,10;-1,77;0,01;-33,13
36,10;-1,77;0,00;-36,13
36,20;-1,76;0,01;-30,17
36,20;-1,76;0,01;-30,24
36,20;-1,76;0,01;-33,11
36,20;-1,76;0,01;-33,21
36,20;-1,76;0,00;-36,17
36,20;-1,76;0,00;-36,31
36,20;-1,76;0,00;-36,31
36,20;-1,76;0,00;-36,17
36,20;-1,76;0,01;-33,99
36,20;-1,76;0,00;-39,70
36,20;-1,76;0,00;-39,70
